STATION;Annee;EAQI_GLOBAL;POLLUANT;SIGLE POLLUANT;Mean-HourCalculation;Unit;EAQI_Index
FR36001;2008;GOOD;Nitrogen dioxide (air);NO2;23,558;µg/m3;GOOD
FR36001;2008;GOOD;Ozone (air);O3;44,296;µg/m3;GOOD
PT06005;2005;FAIR;Nitrogen dioxide (air);NO2;13,301;µg/m3;GOOD
PT06005;2005;FAIR;Nitrogen dioxide (air);NO2;13,301;µg/m3;GOOD
PT06005;2005;FAIR;Sulphur dioxide (air);SO2;2,606;µg/m3;GOOD
PT06005;2005;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;9,04;µg/m3;GOOD
PT06005;2005;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,574;µg/m3;FAIR
PT06005;2005;FAIR;Ozone (air);O3;29,12;µg/m3;GOOD
FR03004;2005;FAIR;Nitrogen dioxide (air);NO2;81,024;µg/m3;FAIR
ES1032A;2007;FAIR;Nitrogen dioxide (air);NO2;37,563;µg/m3;GOOD
ES1032A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;24,684;µg/m3;FAIR
FR20032;2000;GOOD;Nitrogen dioxide (air);NO2;29,113;µg/m3;GOOD
ES1804A;2006;MODERATE;Nitrogen dioxide (air);NO2;67,459;µg/m3;FAIR
ES1804A;2006;MODERATE;Sulphur dioxide (air);SO2;5,934;µg/m3;GOOD
ES1804A;2006;MODERATE;Particulate matter < 10 µm (aerosol);PM10;48,609;µg/m3;MODERATE
ES1804A;2006;MODERATE;Ozone (air);O3;20,581;µg/m3;GOOD
FR24011;2003;FAIR;Ozone (air);O3;80,044;µg/m3;FAIR
ES1239A;2003;FAIR;Nitrogen dioxide (air);NO2;65,332;µg/m3;FAIR
ES1239A;2003;FAIR;Sulphur dioxide (air);SO2;3,717;µg/m3;GOOD
ES1239A;2003;FAIR;Ozone (air);O3;31,735;µg/m3;GOOD
FR08005;2008;FAIR;Nitrogen dioxide (air);NO2;16,485;µg/m3;GOOD
FR08005;2008;FAIR;Ozone (air);O3;60,449;µg/m3;FAIR
ES1790A;2006;FAIR;Nitrogen dioxide (air);NO2;26,714;µg/m3;GOOD
ES1790A;2006;FAIR;Sulphur dioxide (air);SO2;6,835;µg/m3;GOOD
ES1790A;2006;FAIR;Particulate matter < 10 µm (aerosol);PM10;24,622;µg/m3;FAIR
ES1790A;2006;FAIR;Ozone (air);O3;41,592;µg/m3;GOOD
ES1047A;1998;FAIR;Nitrogen dioxide (air);NO2;68,898;µg/m3;FAIR
ES1047A;1998;FAIR;Sulphur dioxide (air);SO2;17,57;µg/m3;GOOD
ES1047A;1998;FAIR;Particulate matter < 10 µm (aerosol);PM10;36,062;µg/m3;FAIR
ES1047A;1998;FAIR;Ozone (air);O3;24,348;µg/m3;GOOD
FR02015;2007;FAIR;Ozone (air);O3;93,61;µg/m3;FAIR
ES0360A;2007;FAIR;Nitrogen dioxide (air);NO2;9,411;µg/m3;GOOD
ES0360A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,767;µg/m3;FAIR
ES1072A;2007;MODERATE;Nitrogen dioxide (air);NO2;27,611;µg/m3;GOOD
ES1072A;2007;MODERATE;Sulphur dioxide (air);SO2;15,547;µg/m3;GOOD
ES1072A;2007;MODERATE;Particulate matter < 10 µm (aerosol);PM10;41,354;µg/m3;MODERATE
ES1072A;2007;MODERATE;Ozone (air);O3;65,444;µg/m3;FAIR
FR05070;2002;GOOD;Sulphur dioxide (air);SO2;16,132;µg/m3;GOOD
ES0074A;2006;FAIR;Nitrogen dioxide (air);NO2;6,747;µg/m3;GOOD
ES0074A;2006;FAIR;Sulphur dioxide (air);SO2;12,118;µg/m3;GOOD
ES0074A;2006;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,703;µg/m3;FAIR
FR30028;2005;FAIR;Nitrogen dioxide (air);NO2;4,589;µg/m3;GOOD
FR30028;2005;FAIR;Sulphur dioxide (air);SO2;0,985;µg/m3;GOOD
FR30028;2005;FAIR;Ozone (air);O3;81,852;µg/m3;FAIR
ES0691A;1998;FAIR;Nitrogen dioxide (air);NO2;59,041;µg/m3;FAIR
ES0691A;1998;FAIR;Sulphur dioxide (air);SO2;33,748;µg/m3;GOOD
ES0691A;1998;FAIR;Ozone (air);O3;20,885;µg/m3;GOOD
ES1449A;2012;FAIR;Nitrogen dioxide (air);NO2;20,034;µg/m3;GOOD
ES1449A;2012;FAIR;Sulphur dioxide (air);SO2;2,482;µg/m3;GOOD
ES1449A;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,929;µg/m3;FAIR
ES1449A;2012;FAIR;Ozone (air);O3;58,179;µg/m3;FAIR
FR05081;2007;GOOD;Sulphur dioxide (air);SO2;6,804;µg/m3;GOOD
FR03012;2001;GOOD;Sulphur dioxide (air);SO2;16,728;µg/m3;GOOD
FR23112;1999;FAIR;Nitrogen dioxide (air);NO2;19,509;µg/m3;GOOD
FR23112;1999;FAIR;Ozone (air);O3;54,818;µg/m3;FAIR
FR20019;1999;FAIR;Nitrogen dioxide (air);NO2;57,886;µg/m3;FAIR
FR05037;2011;GOOD;Sulphur dioxide (air);SO2;11,849;µg/m3;GOOD
ES0625A;2011;FAIR;Sulphur dioxide (air);SO2;5,971;µg/m3;GOOD
ES0625A;2011;FAIR;Ozone (air);O3;72,902;µg/m3;FAIR
FR34022;2001;FAIR;Nitrogen dioxide (air);NO2;42,013;µg/m3;FAIR
FR31014;2004;GOOD;Nitrogen dioxide (air);NO2;17,115;µg/m3;GOOD
FR31014;2004;GOOD;Sulphur dioxide (air);SO2;2,677;µg/m3;GOOD
FR31014;2004;GOOD;Ozone (air);O3;46,201;µg/m3;GOOD
PT03099;2012;FAIR;Nitrogen dioxide (air);NO2;8,477;µg/m3;GOOD
PT03099;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;19,412;µg/m3;GOOD
PT03099;2012;FAIR;Ozone (air);O3;59,533;µg/m3;FAIR
ES1647A;2003;GOOD;Nitrogen dioxide (air);NO2;24,909;µg/m3;GOOD
ES1647A;2003;GOOD;Sulphur dioxide (air);SO2;5,136;µg/m3;GOOD
ES1647A;2003;GOOD;Ozone (air);O3;42,293;µg/m3;GOOD
ES1502A;2008;FAIR;Nitrogen dioxide (air);NO2;33,978;µg/m3;GOOD
ES1502A;2008;FAIR;Sulphur dioxide (air);SO2;5,114;µg/m3;GOOD
ES1502A;2008;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,392;µg/m3;FAIR
ES1502A;2008;FAIR;Ozone (air);O3;44,268;µg/m3;GOOD
FR07020;2004;FAIR;Ozone (air);O3;63,97;µg/m3;FAIR
FR02036;2006;GOOD;Sulphur dioxide (air);SO2;5,177;µg/m3;GOOD
FR12016;2007;GOOD;Sulphur dioxide (air);SO2;1,468;µg/m3;GOOD
FR15031;2007;FAIR;Ozone (air);O3;94,431;µg/m3;FAIR
FR03081;1999;FAIR;Nitrogen dioxide (air);NO2;27,512;µg/m3;GOOD
FR03081;1999;FAIR;Ozone (air);O3;50,3;µg/m3;FAIR
ES1897A;2011;GOOD;Sulphur dioxide (air);SO2;7,972;µg/m3;GOOD
ES0622A;2006;GOOD;Ozone (air);O3;45,545;µg/m3;GOOD
FR05082;2007;FAIR;Ozone (air);O3;53,906;µg/m3;FAIR
ES1649A;2011;FAIR;Nitrogen dioxide (air);NO2;8,103;µg/m3;GOOD
ES1649A;2011;FAIR;Sulphur dioxide (air);SO2;2,576;µg/m3;GOOD
ES1649A;2011;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;12,606;µg/m3;FAIR
ES1649A;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;37,501;µg/m3;FAIR
ES1649A;2011;FAIR;Ozone (air);O3;62,864;µg/m3;FAIR
FR16051;2010;GOOD;Sulphur dioxide (air);SO2;4,264;µg/m3;GOOD
PT03083;2010;FAIR;Nitrogen dioxide (air);NO2;27,772;µg/m3;GOOD
PT03083;2010;FAIR;Sulphur dioxide (air);SO2;0,274;µg/m3;GOOD
PT03083;2010;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;9,277;µg/m3;GOOD
PT03083;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,918;µg/m3;FAIR
PT03083;2010;FAIR;Ozone (air);O3;57,707;µg/m3;FAIR
FR08618;2008;FAIR;Ozone (air);O3;57,086;µg/m3;FAIR
FR23067;2006;GOOD;Nitrogen dioxide (air);NO2;10,374;µg/m3;GOOD
FR23067;2006;GOOD;Sulphur dioxide (air);SO2;1,321;µg/m3;GOOD
FR06006;2004;GOOD;Nitrogen dioxide (air);NO2;39,519;µg/m3;GOOD
FR02014;2005;GOOD;Sulphur dioxide (air);SO2;10,84;µg/m3;GOOD
ES0377A;2005;FAIR;Nitrogen dioxide (air);NO2;20,851;µg/m3;GOOD
ES0377A;2005;FAIR;Sulphur dioxide (air);SO2;22,386;µg/m3;GOOD
ES0377A;2005;FAIR;Particulate matter < 10 µm (aerosol);PM10;15,821;µg/m3;GOOD
ES0377A;2005;FAIR;Ozone (air);O3;57,821;µg/m3;FAIR
FR08005;2005;FAIR;Nitrogen dioxide (air);NO2;16,338;µg/m3;GOOD
FR08005;2005;FAIR;Ozone (air);O3;62,782;µg/m3;FAIR
FR41022;2012;GOOD;Nitrogen dioxide (air);NO2;35,044;µg/m3;GOOD
FR23138;2005;FAIR;Ozone (air);O3;58,428;µg/m3;FAIR
ES1929A;2011;GOOD;Nitrogen dioxide (air);NO2;38,762;µg/m3;GOOD
ES1929A;2011;GOOD;Sulphur dioxide (air);SO2;3,058;µg/m3;GOOD
FR07023;2004;FAIR;Ozone (air);O3;75,383;µg/m3;FAIR
PT00314;1992;GOOD;Nitrogen dioxide (air);NO2;32,595;µg/m3;GOOD
PT00314;1992;GOOD;Ozone (air);O3;35,282;µg/m3;GOOD
ES1635A;2002;GOOD;Ozone (air);O3;41,977;µg/m3;GOOD
ES1589A;2011;FAIR;Nitrogen dioxide (air);NO2;17,804;µg/m3;GOOD
ES1589A;2011;FAIR;Sulphur dioxide (air);SO2;2,665;µg/m3;GOOD
ES1589A;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;20,572;µg/m3;FAIR
ES1589A;2011;FAIR;Ozone (air);O3;52,739;µg/m3;FAIR
FR17014;2009;GOOD;Nitrogen dioxide (air);NO2;14,96;µg/m3;GOOD
FR17014;2009;GOOD;Sulphur dioxide (air);SO2;3,753;µg/m3;GOOD
FR17014;2009;GOOD;Ozone (air);O3;40,345;µg/m3;GOOD
FR20048;2010;FAIR;Nitrogen dioxide (air);NO2;16,128;µg/m3;GOOD
FR20048;2010;FAIR;Ozone (air);O3;55,155;µg/m3;FAIR
ES1346A;2012;GOOD;Ozone (air);O3;49,296;µg/m3;GOOD
FR25011;2009;GOOD;Sulphur dioxide (air);SO2;16,649;µg/m3;GOOD
FR23068;2001;GOOD;Nitrogen dioxide (air);NO2;10,798;µg/m3;GOOD
FR23068;2001;GOOD;Sulphur dioxide (air);SO2;2,347;µg/m3;GOOD
FR30019;2006;GOOD;Nitrogen dioxide (air);NO2;19,935;µg/m3;GOOD
FR30019;2006;GOOD;Sulphur dioxide (air);SO2;0,791;µg/m3;GOOD
FR30019;2006;GOOD;Ozone (air);O3;49,442;µg/m3;GOOD
FR23110;2004;FAIR;Nitrogen dioxide (air);NO2;14,767;µg/m3;GOOD
FR23110;2004;FAIR;Sulphur dioxide (air);SO2;3,421;µg/m3;GOOD
FR23110;2004;FAIR;Ozone (air);O3;62,106;µg/m3;FAIR
ES1759A;2005;GOOD;Sulphur dioxide (air);SO2;32,71;µg/m3;GOOD
ES1163A;2011;FAIR;Nitrogen dioxide (air);NO2;18,314;µg/m3;GOOD
ES1163A;2011;FAIR;Sulphur dioxide (air);SO2;3,277;µg/m3;GOOD
ES1163A;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,188;µg/m3;FAIR
ES1937A;2011;FAIR;Nitrogen dioxide (air);NO2;47,562;µg/m3;FAIR
ES1937A;2011;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;12,824;µg/m3;FAIR
ES1937A;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,301;µg/m3;FAIR
ES0094A;2005;FAIR;Nitrogen dioxide (air);NO2;3,518;µg/m3;GOOD
ES0094A;2005;FAIR;Sulphur dioxide (air);SO2;9,277;µg/m3;GOOD
ES0094A;2005;FAIR;Particulate matter < 10 µm (aerosol);PM10;15,939;µg/m3;GOOD
ES0094A;2005;FAIR;Ozone (air);O3;61,919;µg/m3;FAIR
ES1868A;2011;FAIR;Nitrogen dioxide (air);NO2;15,985;µg/m3;GOOD
ES1868A;2011;FAIR;Sulphur dioxide (air);SO2;6,567;µg/m3;GOOD
ES1868A;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;15,196;µg/m3;GOOD
ES1868A;2011;FAIR;Ozone (air);O3;53,283;µg/m3;FAIR
ES1126A;2005;FAIR;Nitrogen dioxide (air);NO2;41,734;µg/m3;FAIR
ES1126A;2005;FAIR;Sulphur dioxide (air);SO2;5,715;µg/m3;GOOD
ES1126A;2005;FAIR;Ozone (air);O3;29,295;µg/m3;GOOD
ES1521A;2010;FAIR;Nitrogen dioxide (air);NO2;43,129;µg/m3;FAIR
ES1521A;2010;FAIR;Ozone (air);O3;46,465;µg/m3;GOOD
FR23140;2012;FAIR;Nitrogen dioxide (air);NO2;34,823;µg/m3;GOOD
FR23140;2012;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;17,879;µg/m3;FAIR
FR23140;2012;FAIR;Particulate matter < 10 µm (aerosol);PM10;25,583;µg/m3;FAIR
PT03070;2003;FAIR;Nitrogen dioxide (air);NO2;28,368;µg/m3;GOOD
PT03070;2003;FAIR;Sulphur dioxide (air);SO2;1,928;µg/m3;GOOD
PT03070;2003;FAIR;Ozone (air);O3;52,002;µg/m3;FAIR
FR23124;2008;FAIR;Nitrogen dioxide (air);NO2;9,569;µg/m3;GOOD
FR23124;2008;FAIR;Ozone (air);O3;57,777;µg/m3;FAIR
PT03101;2010;FAIR;Nitrogen dioxide (air);NO2;25,151;µg/m3;GOOD
PT03101;2010;FAIR;Sulphur dioxide (air);SO2;1,215;µg/m3;GOOD
PT03101;2010;FAIR;Particulate matter < 10 µm (aerosol);PM10;22,425;µg/m3;FAIR
PT03101;2010;FAIR;Ozone (air);O3;55,028;µg/m3;FAIR
ES1760A;2007;FAIR;Nitrogen dioxide (air);NO2;11,424;µg/m3;GOOD
ES1760A;2007;FAIR;Sulphur dioxide (air);SO2;11,157;µg/m3;GOOD
ES1760A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;37,156;µg/m3;FAIR
ES1490A;1998;GOOD;Nitrogen dioxide (air);NO2;33,535;µg/m3;GOOD
ES1490A;1998;GOOD;Sulphur dioxide (air);SO2;9,712;µg/m3;GOOD
ES1490A;1998;GOOD;Ozone (air);O3;27,847;µg/m3;GOOD
FR09004;2006;GOOD;Nitrogen dioxide (air);NO2;37,994;µg/m3;GOOD
FR30033;2009;FAIR;Nitrogen dioxide (air);NO2;8,73;µg/m3;GOOD
FR30033;2009;FAIR;Sulphur dioxide (air);SO2;0,531;µg/m3;GOOD
FR30033;2009;FAIR;Ozone (air);O3;50,788;µg/m3;FAIR
FR20033;2002;GOOD;Nitrogen dioxide (air);NO2;31,222;µg/m3;GOOD
FR20033;2002;GOOD;Sulphur dioxide (air);SO2;5,702;µg/m3;GOOD
PT04003;2010;GOOD;Nitrogen dioxide (air);NO2;2,644;µg/m3;GOOD
PT04003;2010;GOOD;Sulphur dioxide (air);SO2;2,935;µg/m3;GOOD
PT04003;2010;GOOD;Ozone (air);O3;41,069;µg/m3;GOOD
FR33303;2012;GOOD;Nitrogen dioxide (air);NO2;27,733;µg/m3;GOOD
FR33303;2012;GOOD;Ozone (air);O3;28,203;µg/m3;GOOD
FR03066;2006;FAIR;Nitrogen dioxide (air);NO2;50,204;µg/m3;FAIR
ES1162A;2003;FAIR;Nitrogen dioxide (air);NO2;24,879;µg/m3;GOOD
ES1162A;2003;FAIR;Sulphur dioxide (air);SO2;8,215;µg/m3;GOOD
ES1162A;2003;FAIR;Particulate matter < 10 µm (aerosol);PM10;34,048;µg/m3;FAIR
ES1162A;2003;FAIR;Ozone (air);O3;55,739;µg/m3;FAIR
FR02026;2010;FAIR;Sulphur dioxide (air);SO2;5,148;µg/m3;GOOD
FR02026;2010;FAIR;Ozone (air);O3;63,359;µg/m3;FAIR
FR09020;2001;GOOD;Nitrogen dioxide (air);NO2;18,331;µg/m3;GOOD
FR09020;2001;GOOD;Sulphur dioxide (air);SO2;0,714;µg/m3;GOOD
FR09020;2001;GOOD;Ozone (air);O3;48,704;µg/m3;GOOD
FR01004;2010;FAIR;Nitrogen dioxide (air);NO2;16,391;µg/m3;GOOD
FR01004;2010;FAIR;Ozone (air);O3;52,193;µg/m3;FAIR
ES1810A;2009;FAIR;Nitrogen dioxide (air);NO2;8,183;µg/m3;GOOD
ES1810A;2009;FAIR;Sulphur dioxide (air);SO2;3,752;µg/m3;GOOD
ES1810A;2009;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;11,071;µg/m3;FAIR
ES1810A;2009;FAIR;Particulate matter < 10 µm (aerosol);PM10;29,849;µg/m3;FAIR
ES1810A;2009;FAIR;Ozone (air);O3;52,808;µg/m3;FAIR
FR09103;2004;GOOD;Nitrogen dioxide (air);NO2;25,171;µg/m3;GOOD
FR09103;2004;GOOD;Ozone (air);O3;20,169;µg/m3;GOOD
ES1019A;2001;GOOD;Nitrogen dioxide (air);NO2;33,21;µg/m3;GOOD
ES1019A;2001;GOOD;Ozone (air);O3;42,507;µg/m3;GOOD
FR33260;2005;FAIR;Nitrogen dioxide (air);NO2;19,615;µg/m3;GOOD
FR33260;2005;FAIR;Ozone (air);O3;53,925;µg/m3;FAIR
ES1630A;2005;MODERATE;Nitrogen dioxide (air);NO2;25,975;µg/m3;GOOD
ES1630A;2005;MODERATE;Sulphur dioxide (air);SO2;7,133;µg/m3;GOOD
ES1630A;2005;MODERATE;Particulate matter < 10 µm (aerosol);PM10;47,784;µg/m3;MODERATE
ES1630A;2005;MODERATE;Ozone (air);O3;63,38;µg/m3;FAIR
ES0339A;2005;FAIR;Sulphur dioxide (air);SO2;16,804;µg/m3;GOOD
ES0339A;2005;FAIR;Particulate matter < 10 µm (aerosol);PM10;22,036;µg/m3;FAIR
ES1271A;2007;FAIR;Nitrogen dioxide (air);NO2;22,355;µg/m3;GOOD
ES1271A;2007;FAIR;Sulphur dioxide (air);SO2;15,4;µg/m3;GOOD
ES1271A;2007;FAIR;Particulate matter < 10 µm (aerosol);PM10;39,313;µg/m3;FAIR
ES1271A;2007;FAIR;Ozone (air);O3;43,793;µg/m3;GOOD
FR04150;2003;FAIR;Nitrogen dioxide (air);NO2;45,57;µg/m3;FAIR
FR04150;2003;FAIR;Sulphur dioxide (air);SO2;9,389;µg/m3;GOOD
FR01012;2006;GOOD;Nitrogen dioxide (air);NO2;21,84;µg/m3;GOOD
FR01012;2006;GOOD;Sulphur dioxide (air);SO2;5,948;µg/m3;GOOD
FR01012;2006;GOOD;Ozone (air);O3;42,189;µg/m3;GOOD
FR07018;2001;FAIR;Ozone (air);O3;50,08;µg/m3;FAIR
ES1673A;2005;GOOD;Nitrogen dioxide (air);NO2;31,171;µg/m3;GOOD
FR05078;2003;GOOD;Nitrogen dioxide (air);NO2;32,165;µg/m3;GOOD
FR05078;2003;GOOD;Sulphur dioxide (air);SO2;20,445;µg/m3;GOOD
PT03082;2006;GOOD;Nitrogen dioxide (air);NO2;36,544;µg/m3;GOOD
PT03082;2006;GOOD;Sulphur dioxide (air);SO2;2,356;µg/m3;GOOD
PT03082;2006;GOOD;Ozone (air);O3;45,314;µg/m3;GOOD
ES1320A;2011;MODERATE;Nitrogen dioxide (air);NO2;26,753;µg/m3;GOOD
ES1320A;2011;MODERATE;Sulphur dioxide (air);SO2;15,291;µg/m3;GOOD
ES1320A;2011;MODERATE;Particulate matter < 10 µm (aerosol);PM10;45,901;µg/m3;MODERATE
ES1320A;2011;MODERATE;Ozone (air);O3;35,171;µg/m3;GOOD
ES1679A;2010;FAIR;Nitrogen dioxide (air);NO2;46,491;µg/m3;FAIR
ES1679A;2010;FAIR;Sulphur dioxide (air);SO2;3,345;µg/m3;GOOD
ES1679A;2010;FAIR;Ozone (air);O3;45,168;µg/m3;GOOD
FR17014;2000;GOOD;Nitrogen dioxide (air);NO2;16,586;µg/m3;GOOD
FR24014;2011;FAIR;Ozone (air);O3;83,957;µg/m3;FAIR
FR19011;2004;FAIR;Nitrogen dioxide (air);NO2;16,605;µg/m3;GOOD
FR19011;2004;FAIR;Sulphur dioxide (air);SO2;1,897;µg/m3;GOOD
FR19011;2004;FAIR;Ozone (air);O3;53,303;µg/m3;FAIR
ES1297A;2004;FAIR;Nitrogen dioxide (air);NO2;19,114;µg/m3;GOOD
ES1297A;2004;FAIR;Sulphur dioxide (air);SO2;29,635;µg/m3;GOOD
ES1297A;2004;FAIR;Particulate matter < 10 µm (aerosol);PM10;37,559;µg/m3;FAIR
ES1297A;2004;FAIR;Ozone (air);O3;55,281;µg/m3;FAIR
FR17007;2008;GOOD;Nitrogen dioxide (air);NO2;17,399;µg/m3;GOOD
FR17007;2008;GOOD;Sulphur dioxide (air);SO2;6,009;µg/m3;GOOD
FR01009;2002;GOOD;Sulphur dioxide (air);SO2;21,071;µg/m3;GOOD
ES0119A;2002;GOOD;Ozone (air);O3;20,7;µg/m3;GOOD
ES0817A;1997;POOR;Nitrogen dioxide (air);NO2;52,933;µg/m3;FAIR
ES0817A;1997;POOR;Sulphur dioxide (air);SO2;10,879;µg/m3;GOOD
ES0817A;1997;POOR;Particulate matter < 10 µm (aerosol);PM10;55,374;µg/m3;POOR
ES0817A;1997;POOR;Ozone (air);O3;28,824;µg/m3;GOOD
FR06018;2003;GOOD;Nitrogen dioxide (air);NO2;21,297;µg/m3;GOOD
FR03080;2011;FAIR;Nitrogen dioxide (air);NO2;20,075;µg/m3;GOOD
FR03080;2011;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;17,048;µg/m3;FAIR
FR03080;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;24,363;µg/m3;FAIR
FR03080;2011;FAIR;Ozone (air);O3;56,396;µg/m3;FAIR
PT04001;2005;FAIR;Nitrogen dioxide (air);NO2;4,437;µg/m3;GOOD
PT04001;2005;FAIR;Ozone (air);O3;60,725;µg/m3;FAIR
FR36009;2007;FAIR;Ozone (air);O3;77,981;µg/m3;FAIR
FR04069;2001;GOOD;Nitrogen dioxide (air);NO2;28,06;µg/m3;GOOD
FR04069;2001;GOOD;Sulphur dioxide (air);SO2;4,253;µg/m3;GOOD
FR04069;2001;GOOD;Ozone (air);O3;37,641;µg/m3;GOOD
FR04299;2000;FAIR;Nitrogen dioxide (air);NO2;21,577;µg/m3;GOOD
FR04299;2000;FAIR;Ozone (air);O3;50,638;µg/m3;FAIR
FR11015;2007;GOOD;Ozone (air);O3;38,621;µg/m3;GOOD
ES1421A;2008;FAIR;Nitrogen dioxide (air);NO2;14,13;µg/m3;GOOD
ES1421A;2008;FAIR;Sulphur dioxide (air);SO2;2,592;µg/m3;GOOD
ES1421A;2008;FAIR;Particulate matter < 2.5 µm (aerosol);PM2.5;11,201;µg/m3;FAIR
ES1421A;2008;FAIR;Particulate matter < 10 µm (aerosol);PM10;19,653;µg/m3;GOOD
ES1421A;2008;FAIR;Ozone (air);O3;54,726;µg/m3;FAIR
ES1289A;2002;GOOD;Ozone (air);O3;35,387;µg/m3;GOOD
ES1658A;2005;MODERATE;Nitrogen dioxide (air);NO2;9,055;µg/m3;GOOD
ES1658A;2005;MODERATE;Sulphur dioxide (air);SO2;6,994;µg/m3;GOOD
ES1658A;2005;MODERATE;Particulate matter < 10 µm (aerosol);PM10;43,302;µg/m3;MODERATE
ES1658A;2005;MODERATE;Ozone (air);O3;61,986;µg/m3;FAIR
ES1437A;2000;FAIR;Nitrogen dioxide (air);NO2;7,218;µg/m3;GOOD
ES1437A;2000;FAIR;Sulphur dioxide (air);SO2;20,585;µg/m3;GOOD
ES1437A;2000;FAIR;Ozone (air);O3;90,447;µg/m3;FAIR
ES1502A;2002;FAIR;Nitrogen dioxide (air);NO2;32,062;µg/m3;GOOD
ES1502A;2002;FAIR;Sulphur dioxide (air);SO2;9,189;µg/m3;GOOD
ES1502A;2002;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,163;µg/m3;FAIR
ES1502A;2002;FAIR;Ozone (air);O3;39,631;µg/m3;GOOD
FR34042;2011;FAIR;Nitrogen dioxide (air);NO2;15,869;µg/m3;GOOD
FR34042;2011;FAIR;Particulate matter < 10 µm (aerosol);PM10;21,388;µg/m3;FAIR
FR34042;2011;FAIR;Ozone (air);O3;50,949;µg/m3;FAIR
FR05053;1999;FAIR;Nitrogen dioxide (air);NO2;9,755;µg/m3;GOOD
FR05053;1999;FAIR;Ozone (air);O3;57,799;µg/m3;FAIR
FR34022;2002;GOOD;Nitrogen dioxide (air);NO2;36,983;µg/m3;GOOD
ES1426A;2000;FAIR;Nitrogen dioxide (air);NO2;53,649;µg/m3;FAIR
ES1426A;2000;FAIR;Sulphur dioxide (air);SO2;15,656;µg/m3;GOOD
ES1426A;2000;FAIR;Particulate matter < 10 µm (aerosol);PM10;32,174;µg/m3;FAIR
ES1426A;2000;FAIR;Ozone (air);O3;32,225;µg/m3;GOOD
ES1093A;2005;GOOD;Nitrogen dioxide (air);NO2;2,187;µg/m3;GOOD
ES1093A;2005;GOOD;Sulphur dioxide (air);SO2;1,952;µg/m3;GOOD
ES1093A;2005;GOOD;Particulate matter < 10 µm (aerosol);PM10;19,425;µg/m3;GOOD
ES1269A;2003;GOOD;Ozone (air);O3;36,846;µg/m3;GOOD
ES0012R;2005;FAIR;Nitrogen dioxide (air);NO2;3,558;µg/m3;GOOD
ES0012R;2005;FAIR;Sulphur dioxide (air);SO2;0,837;µg/m3;GOOD
ES0012R;2005;FAIR;Ozone (air);O3;83,828;µg/m3;FAIR
FR04051;2003;FAIR;Nitrogen dioxide (air);NO2;41,854;µg/m3;FAIR
FR04051;2003;FAIR;Sulphur dioxide (air);SO2;7,329;µg/m3;GOOD
PT03098;2009;FAIR;Nitrogen dioxide (air);NO2;32,379;µg/m3;GOOD
PT03098;2009;FAIR;Sulphur dioxide (air);SO2;2,78;µg/m3;GOOD
PT03098;2009;FAIR;Particulate matter < 10 µm (aerosol);PM10;34,217;µg/m3;FAIR
PT03098;2009;FAIR;Ozone (air);O3;47,29;µg/m3;GOOD
ES1347A;2008;FAIR;Ozone (air);O3;51,176;µg/m3;FAIR
FR11016;2009;FAIR;Nitrogen dioxide (air);NO2;45,531;µg/m3;FAIR
FR11016;2009;FAIR;Sulphur dioxide (air);SO2;7,062;µg/m3;GOOD
FR11016;2009;FAIR;Ozone (air);O3;40,755;µg/m3;GOOD
FR30020;2003;GOOD;Nitrogen dioxide (air);NO2;26,567;µg/m3;GOOD
FR30020;2003;GOOD;Sulphur dioxide (air);SO2;2,696;µg/m3;GOOD
FR30020;2003;GOOD;Ozone (air);O3;46,598;µg/m3;GOOD
FR38004;2006;GOOD;Nitrogen dioxide (air);NO2;27,968;µg/m3;GOOD
FR38004;2006;GOOD;Sulphur dioxide (air);SO2;2,421;µg/m3;GOOD
ES1380A;1997;FAIR;Nitrogen dioxide (air);NO2;41,898;µg/m3;FAIR
ES1380A;1997;FAIR;Sulphur dioxide (air);SO2;24,735;µg/m3;GOOD
ES1749A;2006;POOR;Nitrogen dioxide (air);NO2;20,62;µg/m3;GOOD
